filename,gt_plate,pred_raw,pred_processed,acc_raw,acc_processed,conf_raw,conf_processed,brightness_raw,brightness_processed,sharp_raw,sharp_processed,brisque_raw,brisque_processed,niqe_raw,niqe_processed
./license_plate_restoration/Foggy Images/20190615_155317_resized.jpg,ATOMC,AT0MC,AT0MC,0.8,0.8,0.8486328125,0.8603515625,166.35292222764758,132.24339294433594,44.04710388183594,211.12205505371094,37.6652946472168,34.56719970703125,13.270676612854004,13.297402381896973
./license_plate_restoration/Foggy Images/20190712_121651_resized.jpg,1494322,1494322,1494322,1.0,1.0,0.86669921875,0.8759765625,171.96683756510416,130.40402052137586,310.3241271972656,1017.587890625,10.286612510681152,6.9895920753479,11.934976577758789,9.867971420288086
./license_plate_restoration/Foggy Images/20190727_110246_resized.jpg,8ETH697,8ETH697,8ETH697,1.0,1.0,0.79541015625,0.8154296875,181.64109632703992,153.16795688205295,370.7650146484375,1201.4215087890625,0.0,0.0,6.578780651092529,6.721963405609131
./license_plate_restoration/Foggy Images/20200603_191338_resized.jpg,AL83M36,AL83M36,AL83M36,1.0,1.0,0.8896484375,0.89794921875,171.30646260579428,139.52740478515625,450.5340881347656,1880.6361083984375,15.587469100952148,26.909151077270508,8.818817138671875,9.918265342712402
./license_plate_restoration/Foggy Images/20220525_150737_resized.jpg,6KAV083,6KAV083,6KAV083,1.0,1.0,0.892578125,0.88916015625,171.59801567925348,131.25740729437933,400.45751953125,1283.38134765625,0.8232840299606323,3.507140636444092,5.9004387855529785,6.758777618408203
./license_plate_restoration/Foggy Images/20230630_140900.jpg,9DIG718,9DTG718,9TTG718,0.8571428571428572,0.7142857142857143,0.8671875,0.86572265625,181.07718404134116,159.03924730088977,134.9012908935547,635.5973510742188,26.400442123413086,24.339088439941406,10.855147361755371,7.881103038787842
./license_plate_restoration/Foggy Images/20230802_161747_resized.jpg,CK26U47,CK26U47,CK26U47,1.0,1.0,0.8671875,0.857421875,167.79395548502603,131.07460361056857,784.6923217773438,2672.9365234375,13.096643447875977,18.95925521850586,5.512057781219482,6.819725513458252
./license_plate_restoration/Foggy Images/20240221_175425_resized.jpg,99767M2,99767M2,99767M2,1.0,1.0,0.84765625,0.8671875,184.3963148328993,155.22065226236978,372.1895446777344,1252.76025390625,19.94330406188965,18.70378303527832,10.28235912322998,9.900864601135254
./license_plate_restoration/Foggy Images/20240224_154126_resized.jpg,7HKN790,7HKN790,7HKN790,1.0,1.0,0.82568359375,0.841796875,174.18157450358072,140.0474819607205,534.5637817382812,1801.3153076171875,19.14651107788086,21.86942481994629,6.487346649169922,6.52852201461792
./license_plate_restoration/Foggy Images/20240407_153852_resized.jpg,LUCILLE,LUCTLE,UCTLLE,0.7142857142857143,0.7142857142857143,0.900390625,0.89599609375,173.82811821831598,139.6397993299696,262.2959289550781,952.3849487304688,10.008675575256348,9.490281105041504,7.132927894592285,7.228147029876709
